"State","County","HPI","Personal_Income","Poverty_Percentage","Population","HighSchoolLess","HighSchoolOnly","SomeCollege","BachelorAndHigher","Unemployment_Rate"
"TN","Weakley","136.78",38465,17.7,33328,14.9,38.9,24.6,21.6,4
"TN","White","154.84",33761,16,27345,16.8,45.7,25.2,12.3,3.7
"TN","Williamson","208.17",95053,4.3,238412,4.7,13.3,22.2,59.8,2.4
"TN","Wilson","182.53",50875,7.4,144657,8.4,29,30.2,32.4,2.7
"TX","Anderson","178.20",36027,19.8,57735,18.7,38.9,31.8,10.6,2.9
"TX","Andrews","263.82",51769,10.2,18705,27.7,34.9,25.1,12.2,2.2
"TX","Angelina","159.19",39644,15.6,86715,18.1,31.6,33.4,16.9,4
"TX","Aransas","240.92",51614,18.7,23510,15.5,31.2,31.4,21.9,4.3
"TX","Archer","179.06",52335,10.3,8553,9.7,35.4,31,23.9,2.8
"TX","Atascosa","211.95",37644,14.7,51153,22.9,38.7,23.9,14.4,3.6
"TX","Austin","201.00",51118,11.1,30032,16,29.2,30.9,23.9,3.4
"TX","Bandera","195.18",44925,12.9,23112,10.7,32.3,34.2,22.8,3.3
"TX","Bastrop","200.42",38289,14,88723,18.1,30.4,30.9,20.7,3
"TX","Bee","218.76",29792,24,32565,24.6,34.2,32.3,8.9,4.4
"TX","Bell","160.38",43919,13.8,362924,9,26,39.9,25.2,3.8
"TX","Bexar","210.89",47830,15.2,2003554,15.8,25.4,30.8,28,3.1
"TX","Blanco","220.96",54814,8.6,11931,9.9,30.3,33.3,26.5,2.4
"TX","Bowie","152.86",41172,16.8,93245,11.2,34.8,33.3,20.6,4.4
"TX","Brazoria","189.70",48374,8.6,374264,12.1,25.5,32.4,30,4.2
"TX","Brazos","202.42",41348,20,229211,12.8,19.2,26.3,41.7,2.7
"TX","Brewster","224.63",48422,13.1,9203,14.3,21.3,24.3,40,2.9
"TX","Brown","197.59",39661,13.7,37864,12.8,36.3,31.8,19.1,3.7
"TX","Burnet","213.52",49731,10.5,48155,11.7,30.8,32.2,25.4,2.7
"TX","Caldwell","192.81",34617,14.4,43664,21.8,37.9,25.7,14.6,3.3
"TX","Calhoun","180.13",46208,14.7,21290,20.7,33,32.1,14.2,3.2
"TX","Callahan","183.53",41962,12.1,13943,11.8,35.8,31.4,21,3.1
"TX","Cameron","144.13",29928,25.5,423163,32.1,26.4,24.2,17.3,5.5
"TX","Cass","198.77",37566,17.3,30026,14.1,43.3,26.3,16.4,4.3
"TX","Chambers","203.81",56610,8.6,43837,11.5,27,38.8,22.7,4.5
"TX","Cherokee","153.35",35245,16.5,52646,21,30.5,31.3,17.2,3.8
"TX","Collin","197.92",68474,6.1,1034730,6.2,15,26.5,52.3,3.1
"TX","Colorado","189.62",46909,13.6,21493,16.9,34.3,27.8,21,3.1
"TX","Comal","204.60",60056,6.7,156209,7.4,25,30.8,36.8,3
"TX","Cooke","200.26",52875,12.7,41257,13.9,31.5,33.7,20.9,2.8
"TX","Coryell","159.32",35570,11.8,75951,12,28.1,43.8,16.1,3.9
"TX","Dallas","199.65",62782,14,2635516,20.7,22.6,25.3,31.5,3.5
"TX","Dawson","189.18",40131,20.6,12728,30.1,32.3,23.4,14.2,3.9
"TX","Deaf Smith","172.98",52368,17,18546,26.2,36.6,25.3,12,2.8
"TX","Denton","196.99",59414,6.5,887207,7.5,17.8,29.6,45.1,3
"TX","Ector","287.12",50161,12.1,166223,24,30.3,30.2,15.4,2.6
"TX","Ellis","183.29",45968,8.7,184826,13.8,27.7,34.2,24.3,3.1
"TX","El Paso","164.87",37715,18.8,839238,21.5,23.7,31.4,23.3,3.8
"TX","Erath","195.41",40462,15.2,42698,11.7,26.3,30.5,31.5,3.2
"TX","Fannin","193.40",39830,13.2,35514,14.5,35.2,32.8,17.4,2.7
"TX","Fayette","203.53",54552,10.9,25346,13.9,39.1,27.3,19.7,2.6
"TX","Fort Bend","190.18",59653,6.6,811688,9.4,17.9,26.5,46.2,3.5
"TX","Freestone","154.98",38182,15.5,19717,17.4,33.2,34.2,15.3,4.8
"TX","Gaines","236.10",44405,13.2,21492,38.2,29.8,20.5,11.4,2.4
"TX","Galveston","211.47",54250,11.3,342139,11,24.9,33,31.1,4
"TX","Gillespie","233.77",63291,8.5,26988,11,29.9,26.8,32.2,2.4
"TX","Gray","171.58",44127,14.5,21886,19.8,32.7,33.5,13.9,3.6
"TX","Grayson","185.36",43987,11.6,136212,11.3,30.1,38.2,20.4,3.1
"TX","Gregg","164.88",47109,16.5,123945,15.9,28.2,34.6,21.3,3.7
"TX","Guadalupe","204.42",45797,7.4,166847,11.3,30.5,30.1,28.2,2.9
"TX","Hale","161.74",35633,17.9,33406,23.4,34.7,24.7,17.1,4.5
"TX","Hardin","173.01",47221,12.1,57602,12,38.2,32.9,16.8,4.6
"TX","Harris","205.31",60002,15,4713325,18.6,23.4,26.6,31.5,3.8
"TX","Harrison","167.76",42891,17.8,66553,14.7,34,32.2,19.1,4
"TX","Hartley","179.47",81238,8.6,5576,17.4,37.5,27.2,17.8,1.6
"TX","Hays","204.84",45332,11.2,230191,9.9,23.3,29.5,37.2,2.8
"TX","Henderson","186.26",40135,17.5,82737,16.5,34.4,31.8,17.3,3.5
"TX","Hidalgo","156.45",27415,26.9,868707,34.3,23.5,23.5,18.7,6.2
"TX","Hill","177.18",41240,13.1,36649,16.5,34.9,31.3,17.4,3.3
"TX","Hockley","208.99",42162,15.5,23021,23.8,26.7,33.7,15.8,3
"TX","Hood","186.20",51384,9.2,61643,10.6,30,33,26.4,3.4
"TX","Hopkins","190.43",41562,14.7,37084,15.1,35.7,29.2,20.1,3.1
"TX","Howard","249.59",43348,17,36664,20,33.7,33.7,12.6,3.1
"TX","Hunt","185.77",38892,14.8,98594,15.5,34,30.6,19.9,3.5
"TX","Hutchinson","168.46",43981,11.4,20938,14,34.4,37.5,14,4.4
"TX","Jasper","149.06",40834,19.5,35529,15,44.7,27.4,12.9,6.1
"TX","Jefferson","175.65",44613,16.9,251565,15.8,31.9,32.6,19.7,5.8
"TX","Jim Wells","171.22",42174,21,40482,25.1,36.6,26.1,12.2,4.7
"TX","Johnson","194.07",43759,11,175817,14.3,35.9,31.1,18.7,3.2
"TX","Kaufman","179.34",43972,9.8,136154,14.2,32.4,32.9,20.5,3.3
"TX","Kendall","211.54",81882,7.4,47431,7.2,20.6,30.1,42.1,2.7
"TX","Kerr","191.95",51768,12.5,52600,11.4,27.2,34.1,27.4,3
"TX","Kleberg","173.59",41526,23.3,30680,21.6,26.7,27.2,24.6,4.4
"TX","Lamar","170.33",43063,18.4,49859,15.7,33.1,32.5,18.7,3.4
"TX","Lampasas","181.47",50656,12.4,21428,9,29.4,41.7,19.9,3.3
"TX","Lee","181.49",50665,10.7,17239,15.4,36.2,33.9,14.6,2.6
"TX","Liberty","196.45",37874,14.4,88219,22.7,37.8,29.8,9.7,5
"TX","Llano","220.32",49905,10.8,21795,14.2,26.5,34,25.3,3.4
"TX","Lubbock","169.94",44311,17.9,310569,13.8,25.6,30.4,30.1,2.8
"TX","McLennan","198.37",42159,18,256623,15.1,27,33.6,24.2,3.3
"TX","Matagorda","198.21",45237,17.5,36643,19.4,31.6,31.5,17.4,5.7
"TX","Maverick","169.33",31380,26.9,58722,40.5,22.6,24.2,12.7,7.5
"TX","Medina","187.81",41095,12.2,51584,16.8,31,32.3,19.8,3.1
"TX","Midland","327.11",130983,9.9,176832,15.5,25.7,31.5,27.4,2.1
"TX","Milam","188.66",37238,16.3,24823,18.6,38.1,29.2,14.1,5
"TX","Montague","161.85",42230,12.9,19818,14.3,37.6,31.2,16.9,2.8
"TX","Montgomery","187.10",63424,8.9,607391,12.3,22.8,30.4,34.5,3.4
"TX","Moore","177.68",46108,11.9,20940,32.7,26.2,26.9,14.3,2.3
"TX","Nacogdoches","152.59",38569,20.9,65204,17.1,28.6,29.8,24.5,3.7
"TX","Navarro","192.22",39652,13.4,50113,21.6,29,33.5,15.9,3.2
"TX","Nolan","208.35",46066,17.5,14714,17.7,35.1,31.9,15.2,2.9
"TX","Nueces","179.72",44889,16.5,362294,17.2,29.3,31.7,21.8,4.1
"TX","Ochiltree","200.97",60862,11.4,9836,25.6,33,25.8,15.6,2.7
"TX","Orange","171.43",45663,12.5,83396,12.1,37.2,35.2,15.5,5.2
"TX","Palo Pinto","205.15",41193,17.2,29189,15.8,34.1,33.5,16.6,3.1
"TX","Panola","170.06",45467,14.3,23194,17.1,31.4,35.3,16.1,4
"TX","Parker","187.69",55811,8.2,142878,11.4,28.8,33.4,26.4,2.9
"TX","Polk","179.66",39818,16.7,51353,18.4,39.5,29.1,13.1,4.7
"TX","Potter","166.25",46086,20.3,117415,23,32,30.1,14.9,2.7
"TX","Randall","158.78",49544,9,137713,7.7,22.8,37.1,32.4,2.4
"TX","Rockwall","179.18",62237,4.8,104915,7.3,18.7,33.3,40.7,3.1
"TX","Rusk","195.46",37697,15.4,54406,19.4,31.8,33.4,15.5,3.6
"TX","San Jacinto","239.74",36260,16.8,28859,15.5,48,25.2,11.2,4.6
"TX","San Patricio","192.01",46506,14.4,66730,20.1,32.7,31.6,15.6,5.4
"TX","Scurry","199.26",42915,14.7,16703,21.3,34.3,28.1,16.2,3.2
"TX","Shelby","188.48",41767,21.4,25274,23.6,35,27.6,13.8,3.9
"TX","Smith","174.15",56292,12.9,232751,14.2,23.4,35.9,26.4,3.3
"TX","Somervell","184.49",45812,9.4,9128,10.4,38.5,24.7,26.4,3.6
"TX","Tarrant","196.97",53292,10.2,2102515,13.9,24,29.9,32.3,3.3
"TX","Taylor","185.01",47793,14,138034,10.7,31,33.1,25.2,2.9
"TX","Terry","156.92",37741,21.6,12337,31.6,31.7,25.3,11.4,3.7
"TX","Titus","169.30",37070,16.3,32750,23.3,33.4,26.9,16.3,4.2
"TX","Tom Green","212.88",48876,12.9,119200,13.7,30.2,31.6,24.5,3
"TX","Travis","247.03",71666,10.8,1273954,10.7,16.5,22.9,50,2.6
"TX","Upshur","185.07",37563,14.9,41753,14.2,34.4,34.3,17.1,3.7
"TX","Uvalde","210.44",41116,19.8,26741,24.2,29.3,28.6,17.9,3.8
"TX","Val Verde","166.80",38331,20.8,49025,31.8,24.4,25.4,18.4,3.4
"TX","Van Zandt","180.37",39609,13.6,56590,15.4,34.2,34.6,15.8,3.3
"TX","Victoria","184.61",48938,14.3,92084,16.2,30.8,33,20,3.4
"TX","Walker","199.78",29838,21.4,72971,14,39.9,25.4,20.8,3.9
"TX","Waller","202.87",42456,13.2,55246,17.5,32.5,28.9,21.1,3.7
"TX","Ward","319.45",53870,12.4,11998,21.4,36.2,29.9,12.5,2.3
"TX","Washington","204.82",55735,10.6,35882,13.3,31,28.9,26.8,3.3
"TX","Webb","165.43",32466,20.9,276652,32.4,25.3,23.3,18.9,3.7
"TX","Wharton","197.20",45221,16.4,41556,21.7,27.5,32.7,18,3.4
"TX","Wichita","153.90",44479,13.9,132230,13.4,31.7,31.8,23.1,3.2
"TX","Wilbarger","161.70",46314,14.9,12769,22.8,34,28,15.2,3.6
"TX","Williamson","203.56",53145,5.4,590551,6.8,20.5,31.4,41.3,2.8
"TX","Wilson","198.82",46448,8.3,51070,12.4,36.1,29.7,21.8,2.8
"TX","Wise","196.94",44870,8.3,69984,14.7,34.8,32.5,18,3.2
"TX","Wood","174.75",39803,14.3,45539,15.3,33.4,34.7,16.6,3.9
"TX","Yoakum","295.58",44932,10.6,8713,36.5,26.2,24.6,12.7,2.9
"TX","Young","168.34",50732,13.6,18010,17,33.7,30,19.3,3
"UT","Beaver","170.90",40889,8.9,6710,11.1,32.6,35.3,21.1,3
"UT","Box Elder","182.28",40621,7.5,56046,6.9,31,38.1,23.9,2.6
"UT","Cache","179.27",41811,13.1,128289,6.9,20.2,34.6,38.3,2.2
"UT","Carbon","149.90",40679,16.4,20463,8.4,27.1,47.3,17.1,3.7
"UT","Davis","187.88",48423,5.5,355481,4.4,21.2,36.7,37.8,2.4
"UT","Duchesne","197.60",37869,14.2,19938,11.2,36.7,37.4,14.7,3.9
"UT","Emery","143.49",35177,10.9,10012,6.2,30.2,47.3,16.3,4
"UT","Garfield","181.87",39900,9.4,5051,7.3,36.2,30.6,25.9,6.2
"UT","Grand","266.90",59196,12.2,9754,6.7,28.5,36.2,28.6,3.9
"UT","Iron","183.92",34353,13.1,54839,7.1,23.6,39.5,29.8,2.9
"UT","Juab","182.04",39103,9,12017,8.9,38.6,36.6,16,2.5
"UT","Kane","220.23",41502,9.4,7886,7.5,21.8,40.8,29.9,2.9
"UT","Millard","192.10",38336,11.8,13188,11.9,30.6,36.9,20.6,2.8
"UT","Morgan","188.21",55967,4,12124,1.9,19.6,39.2,39.4,2.4
"UT","Salt Lake","209.81",55446,9,1160437,9.2,22.6,32.6,35.6,2.5
"UT","San Juan","209.83",28074,21.9,15308,15.1,32.2,34.4,18.3,5.1
"UT","Sanpete","170.05",30592,13.1,30939,9.8,28.9,40.4,20.9,3.2
"UT","Sevier","168.75",37558,12.1,21620,9.4,32.8,39.4,18.5,3.1
"UT","Summit","243.14",151326,4.7,42145,5.1,16,23.9,55,2.4
"UT","Tooele","184.57",38446,5.3,72259,8.7,29.3,37.7,24.2,2.9
"UT","Uintah","184.75",32241,11.1,35734,14.3,34.9,35,15.8,4.2
"UT","Utah","187.86",42995,9.7,636235,5.4,16.4,37.4,40.8,2.4
"UT","Wasatch","191.44",59584,5,34091,5.4,21.8,32.9,39.9,2.7
"UT","Washington","183.82",40886,9.5,177556,7.1,23.4,41.5,28.1,3
"UT","Wayne","188.70",42426,11.8,2711,11.6,24.6,40.4,23.4,5.5
"UT","Weber","189.32",43707,6.9,260213,9.4,29.6,36.6,24.5,3
"VT","Addison","185.26",52966,7.9,36777,6.5,29.1,24.8,39.6,2.3
"VT","Bennington","147.33",55870,10,35470,8.8,29.1,25.9,36.2,2.9
"VT","Caledonia","164.08",43113,12.3,29993,8.7,35.3,27,29,3
"VT","Chittenden","195.41",61858,10.5,163774,5.6,19,24.1,51.3,1.8
"VT","Franklin","171.77",47889,9.6,49402,9.3,37.9,28.7,24.1,2.3
"VT","Grand Isle","191.37",59863,8.1,7235,7.1,27,26.1,39.8,2.9
"VT","Lamoille","183.22",54761,9.1,25362,7.2,25.6,29.1,38.2,3.1
"VT","Orange","172.48",48961,9.4,28892,8.2,36.2,26.6,29.1,2.4
"VT","Orleans","155.72",44579,12.7,27037,11.7,39.5,27.3,21.5,4.2
"VT","Rutland","149.79",53152,10.8,58191,7.4,34.4,27.3,30.8,2.8
"VT","Washington","186.48",60368,8.4,58409,6.3,26.9,24.9,41.8,2.3
"VT","Windham","149.06",52123,11.6,42222,7.6,29.5,24.8,38.1,2.6
"VT","Windsor","153.29",59604,9.2,55062,6.6,29.1,26.1,38.2,2.1
"VA","Accomack","171.98",42923,16.4,32316,18.5,36.7,25.3,19.5,3.5
"VA","Amelia","160.80",44297,9.3,13145,16.1,40.8,25.9,17.1,3.2
"VA","Amherst","157.09",38165,12,31605,14.4,36,30.6,19.1,3.2
"VA","Arlington","272.45",99407,7.6,236842,5.7,7.8,11.2,75.3,1.9
"VA","Bedford","153.89",47590,8.6,78997,10,30.2,30.6,29.2,2.9
"VA","Botetourt","147.94",51738,5.7,33419,7.2,32.3,32.1,28.3,2.5
"VA","Brunswick","147.16",33784,20.9,16231,21.5,36.4,28.6,13.6,4.7
"VA","Caroline","173.66",42977,9.6,30725,14.9,37.7,27.5,19.9,3.2
"VA","Chesterfield","176.03",55070,6.6,352802,7.7,23.6,28.3,40.5,2.7
"VA","Clarke","173.40",67094,6.3,14619,10.9,29.6,27.3,32.2,2.5
"VA","Culpeper","176.70",47689,9.2,52605,13.9,31.2,29.2,25.7,2.6
"VA","Cumberland","149.08",39094,13.8,9932,16.5,38.1,30.5,14.9,3
"VA","Essex","147.31",43041,16.2,10953,17.7,37.7,27.2,17.4,3.5
"VA","Fauquier","184.12",72577,6.1,71222,7.5,26.6,29.5,36.4,2.4
"VA","Floyd","159.90",40065,11.4,15749,13,35.7,29.3,22.1,2.6
"VA","Fluvanna","152.49",45334,7.3,27270,8.9,24.1,33,33.9,2.3
"VA","Franklin","155.37",41795,11.5,56042,11.9,34.9,31.4,21.9,2.9
"VA","Giles","160.71",41179,11.4,16720,11.1,38.7,32.1,18.1,3.3
"VA","Gloucester","173.94",51847,8.6,37348,10.4,32.4,33.9,23.3,2.6
"VA","Goochland","167.14",102690,6.2,23753,8.6,23.8,25.7,41.8,2.8
"VA","Grayson","136.43",33190,18.8,15550,18.7,37.2,30.3,13.7,2.9
"VA","Greene","170.67",46529,7.6,19819,13.9,28.6,28.4,29,2.3
"VA","Halifax","143.16",38414,17.1,33911,18.5,36,30.1,15.4,3.9
"VA","Hanover","163.49",61832,5.1,107766,6.9,25.5,27.9,39.8,2.4
"VA","Henrico","182.07",68639,8.7,330818,8.3,21.2,26.8,43.7,2.8
"VA","Isle of Wight","175.51",57645,9.1,37109,12.1,27.9,32.9,27,2.8
"VA","King George","177.96",53777,5.9,26836,6.7,26.5,30.7,36,2.6
"VA","King William","152.99",47802,6.9,17148,7.9,34.3,36.8,21,2.7
"VA","Lancaster","158.22",61447,13.3,10603,9.6,30.7,28.2,31.5,4.3
"VA","Loudoun","200.31",80914,3.1,413538,6.1,12.4,20.2,61.3,2.3
"VA","Louisa","170.89",42723,9.5,37591,14.8,32.7,28.5,24.1,2.7
"VA","Madison","153.17",48577,9.3,13261,13.9,36.3,26.4,23.4,2.2
"VA","Mecklenburg","137.20",38481,17.3,30587,18.1,31.8,30,20.2,4
"VA","Nelson","157.67",51297,11.8,14930,14.3,35.2,20.2,30.4,2.8
"VA","New Kent","167.73",75221,5,23091,7.3,34.5,31.3,26.9,2.4
"VA","Northampton","198.75",51101,18.1,11710,17.5,35,24.9,22.6,4.4
"VA","Northumberland","157.72",54616,12.7,12095,9,32.7,29.5,28.9,4.3
"VA","Nottoway","142.84",36295,21.5,15232,20.3,37.7,27.2,14.8,2.8
"VA","Orange","175.00",50642,9.7,37051,11.3,34.7,28.9,25.1,3
"VA","Page","181.32",39633,11.3,23902,17.4,45.5,23.4,13.7,3.8
"VA","Patrick","125.08",34541,15.5,17608,19.8,34.8,30.2,15.2,3.5
"VA","Powhatan","168.08",58609,5.4,29652,10.1,30,30.6,29.2,2.5
"VA","Prince Edward","151.69",32416,20.6,22802,14,34.1,25.1,26.8,3.8
"VA","Pulaski","146.02",41311,14.6,34027,12.6,33.2,34.2,20,3.4
"VA","Rappahannock","191.12",68382,8.5,7370,11.6,27.6,25,35.8,2.5
"VA","Richmond","138.19",37741,17.8,9023,19.4,35.4,27.5,17.7,3
"VA","Richmond","138.19",56560,17.8,9023,19.4,35.4,27.5,17.7,3
"VA","Roanoke","151.12",45277,6.5,94186,7.7,25,31.8,35.6,2.5
"VA","Shenandoah","170.72",46680,10.3,43616,13,37.9,28.6,20.5,2.5
"VA","Smyth","135.16",38090,16.5,30104,16.7,37.7,31,14.6,3.7
"VA","Stafford","190.47",56346,5.4,152882,6.8,22.9,30.4,39.9,2.8
"VA","Surry","160.31",44647,11.9,6422,15,36.2,28.1,20.6,3.4
"VA","Sussex","164.28",32383,21.6,11159,19.7,42.5,25.1,12.7,4.5
"VA","Tazewell","122.93",39276,21.7,40595,18.3,36.5,30.3,14.9,4.4
"VA","Warren","182.47",47932,9.7,40164,13.1,35.9,29.3,21.7,2.8
"VA","Westmoreland","166.98",45782,15.9,18015,15.5,33.8,31.5,19.2,3.5
"VA","Wythe","144.52",36695,12.8,28684,13.8,37.9,29.3,19,3.6
"WA","Adams","183.04",43429,16.8,19983,33.1,28.7,24,14.3,5.7
"WA","Asotin","203.01",48456,13.8,22582,8.6,28,42,21.4,4.1
"WA","Benton","209.84",49354,10.6,204390,9.8,24.5,34.8,30.9,5.2
"WA","Chelan","225.76",56253,12.2,77200,17.4,26.4,30.5,25.8,4.9
"WA","Clallam","211.73",47856,11.2,77331,7.5,26.3,38.8,27.4,6.6
"WA","Clark","216.71",56401,9.2,488241,7.3,24.2,37.8,30.6,4.7
"WA","Columbia","215.99",51660,12.3,3985,8.8,21.7,43.9,25.6,5.5
"WA","Cowlitz","194.42",46503,12.6,110593,10.7,30.6,41.7,17,6
"WA","Douglas","235.16",41725,10.9,43429,17.9,29.6,32,20.5,5.6
"WA","Franklin","210.42",39526,13.5,95222,25,25.5,31.8,17.7,6.4
"WA","Grant","184.77",41141,13.9,97733,23.3,27.2,31.8,17.7,6.9
"WA","Grays Harbor","182.86",41928,13.1,75061,10.3,34,39.2,16.5,7.1
"WA","Island","210.47",56977,7.3,85141,4.7,21.7,40.1,33.6,5
"WA","Jefferson","220.03",55447,12.6,32221,4.9,20.7,30.1,44.3,5.6
"WA","King","239.27",94974,7.7,2252782,6.9,15,25.6,52.5,2.8
"WA","Kitsap","229.56",58874,7.5,271473,5.2,22.2,39.4,33.2,4.6
"WA","Kittitas","201.11",43562,14,47935,8.6,24.9,34.2,32.3,5.5
"WA","Klickitat","214.78",49458,13.5,22425,12,24.8,31.8,31.5,5.8
"WA","Lewis","203.49",44569,12.2,80707,12.5,29.1,40.7,17.7,6.2
"WA","Lincoln","189.81",47282,9.1,10939,7.3,29.3,38.4,25.1,5
"WA","Mason","206.20",43966,12.8,66768,11.4,31.2,39.8,17.6,6.3
"WA","Okanogan","183.54",43295,16.4,42243,16.1,30.3,33.6,20,6.8
"WA","Pacific","170.75",42603,13.5,22471,11.7,29.9,39.4,18.9,6.9
"WA","Pend Oreille","197.90",44461,16.1,13724,8.9,31,39.4,20.8,7.9
"WA","Pierce","223.71",53572,9.4,904980,8.5,27.2,37.1,27.2,5.1
"WA","San Juan","179.28",81351,8.1,17582,4.1,16,30.1,49.8,3.7
"WA","Skagit","212.81",54505,11.2,129205,9.8,26.3,37.6,26.2,5.4
"WA","Skamania","209.70",47461,10.4,12083,8.4,30.4,36.8,24.5,5.5
"WA","Snohomish","223.36",58729,7,822083,7.7,23.3,36.2,32.8,3
"WA","Spokane","218.07",48436,12.9,522798,6.2,23.2,39.8,30.8,5.2
"WA","Stevens","207.70",40863,14.9,45723,9.4,34.5,37.4,18.7,7
"WA","Thurston","212.69",52828,9.1,290536,6.3,21.3,36.7,35.7,4.8
"WA","Wahkiakum","209.49",44522,10.8,4488,7.9,30,42.7,19.4,6.7
"WA","Walla Walla","219.57",48444,12.7,60760,11.7,19.8,38.6,29.8,4.9
"WA","Whatcom","255.73",50915,12.7,229247,7.2,23.4,35.2,34.3,5
"WA","Whitman","191.16",42665,26.3,50104,4.5,15.9,29.8,49.8,4.3
"WA","Yakima","176.59",45757,16.7,250873,26.3,28.1,28.9,16.7,7
"WV","Berkeley","153.62",42473,11,119171,11,37.6,30.2,21.2,3.5
"WV","Brooke","136.66",43882,12,21939,9.4,40.9,30.7,19,5.2
"WV","Cabell","134.65",44177,18.5,91945,12,33.3,28.7,26,4.2
"WV","Fayette","141.81",36424,20.6,42406,17.2,43.9,24.1,14.8,5.7
"WV","Greenbrier","163.94",38842,17.2,34662,14,37.8,28.3,19.9,4.6
"WV","Hampshire","162.98",36093,14.6,23175,15.7,46.2,25.8,12.4,3.8
"WV","Hancock","121.43",43823,12.5,28810,9.6,41.9,31.1,17.4,5.2
"WV","Harrison","168.07",49793,11.1,67256,11.2,38.6,26.9,23.3,4.4
"WV","Jackson","131.45",39254,16.7,28576,11.7,44.1,26.8,17.4,5
"WV","Jefferson","157.25",51527,9.9,57146,10.2,31,27.1,31.8,3.1
"WV","Kanawha","125.48",49553,16.3,178124,11.3,37.1,26.1,25.5,4.6
"WV","Logan","123.30",38147,21.9,32019,20.2,43.9,25.9,10,6
"WV","Marion","169.62",43522,14.6,56072,10.6,40.7,26.2,22.6,5.1
"WV","Marshall","153.08",42595,13.7,30531,7.7,44.5,29.7,18,6.3
"WV","Mercer","127.69",38778,18.7,58758,16.5,39.5,24.6,19.4,5.7
"WV","Mineral","153.01",40518,12.5,26868,7.8,49.2,27.5,15.5,5.7
"WV","Monongalia","191.42",46630,19.1,105612,7.6,27.2,22.3,42.8,3.6
"WV","Nicholas","148.40",34792,18.8,24496,13.1,48,23.3,15.6,6.3
"WV","Ohio","154.62",64461,14.1,41411,6.5,34.2,27.3,32,4.5
"WV","Putnam","139.10",47849,8.9,56450,8.3,36.5,29.2,26.1,4.3
"WV","Raleigh","141.14",43846,17.4,73361,13.5,40,28.1,18.4,4.7
"WV","Randolph","149.60",38142,16.8,28695,14.5,48.5,19.7,17.3,6
"WV","Upshur","144.15",35420,17.5,24176,14.6,49,19.5,16.9,6
"WV","Wayne","126.57",34811,19.6,39402,20.3,40.6,24.1,15.1,5.4
"WV","Wetzel","126.27",36874,16.3,15065,13.8,50.9,23.3,12,7.2
"WV","Wood","138.79",44754,14.1,83518,10.1,34.4,33.6,21.9,5.1
"WI","Adams","146.01",40841,11.6,20220,12.5,42.6,31.1,13.9,5.2
"WI","Ashland","144.72",42007,17.8,15562,7.8,37,35.4,19.8,4.8
"WI","Barron","148.01",50166,8.9,45244,9.8,36.1,33.5,20.6,4
"WI","Bayfield","150.10",50750,10.3,15036,4.9,29.1,34.8,31.1,5.6
"WI","Brown","137.65",54090,9.9,264542,7.9,29.9,31.9,30.3,3.1
"WI","Buffalo","148.30",47630,9.5,13031,9.1,40.4,31.2,19.3,4.2
"WI","Burnett","151.27",45023,12.6,15414,6.8,36.4,36,20.8,5.3
"WI","Calumet","147.33",52859,5.4,50089,5.8,31.4,33.3,29.4,2.8
"WI","Chippewa","163.95",47507,8.8,64658,7.2,35.4,36.4,21,3.8
"WI","Clark","150.67",43135,13.5,34774,17.7,39.8,29.9,12.6,3.3
"WI","Columbia","147.81",53423,6.7,57532,7.3,33.7,35.7,23.3,3.1
"WI","Crawford","140.51",43124,11.6,16131,8.7,39.7,33.2,18.4,4.3
"WI","Dane","171.73",64071,9.4,546695,4.2,17.8,26.7,51.4,2.4
"WI","Dodge","133.90",46099,8,87839,9.2,40.9,32.9,17,3
"WI","Door","138.35",64249,9.3,27668,5.6,30.3,30.3,33.7,3.8
"WI","Douglas","163.63",44941,11.5,43150,6.3,31.1,38.5,24.1,4.2
"WI","Dunn","151.84",41208,11.7,45368,6.3,33.3,32.5,27.9,3.5
"WI","Forest","147.67",42663,16.3,9004,11.2,39.2,35,14.7,5.2
"WI","Grant","156.12",45392,13.4,51439,7.7,35.1,33.3,23.8,3.2
"WI","Green","145.08",53782,6.4,36960,7.6,35.5,33.4,23.6,2.9
"WI","Green Lake","141.24",46260,11.7,18913,10.2,38.7,30.9,20.2,3.9
"WI","Iowa","153.38",50309,9.5,23678,4.8,35.3,35.3,24.6,2.9
"WI","Jackson","161.49",46296,12.4,20643,10.1,41.6,33.8,14.6,3.9
"WI","Jefferson","148.82",47152,7.1,84769,8.2,33.4,33,25.4,3.1
"WI","Juneau","143.44",39218,13.4,26687,11.6,41.5,33.2,13.7,3.3
"WI","Kenosha","141.48",48596,9.8,169561,9.9,30.1,33.9,26.1,4
"WI","Kewaunee","139.55",49539,7.4,20434,6.9,39.9,33.8,19.4,3.2
"WI","Lafayette","150.79",45339,11.3,16665,9.2,40.5,31.4,18.8,2.7
"WI","Langlade","128.98",44923,13,19189,9.7,42.3,31.3,16.7,4.2
"WI","Lincoln","128.24",47135,9.1,27593,8,38.1,35.4,18.4,3.7
"WI","Manitowoc","128.01",48502,8.8,78981,8,38.6,33.2,20.2,3.4
"WI","Marathon","139.31",52141,8.2,135692,8.2,34.3,32.2,25.4,2.9
"WI","Marinette","136.32",45906,11.5,40350,8.9,41.6,33.5,15.9,4.6
"WI","Marquette","141.74",42513,10,15574,10.9,40.9,33.1,15.1,4
"WI","Milwaukee","146.60",49098,16.9,945726,11.7,28.4,29,31,4
